From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_001808836.1	T2F7K4	unreviewed	T2F7K4_LACLC	50S ribosomal protein L36	Lactococcus lactis subsp. cremoris KW2	38
WP_001808836.1	A0A0F3HTP0	unreviewed	A0A0F3HTP0_STRGN	50S ribosomal protein L36	Streptococcus gordonii	38
WP_001808836.1	A0A1L8Q3X5	unreviewed	A0A1L8Q3X5_STROR	50S ribosomal protein L36	Streptococcus oralis	38
WP_001808836.1	A0A2X3YS89	unreviewed	A0A2X3YS89_STRSA	50S ribosomal protein L36	Streptococcus sanguinis	38
WP_001808836.1	A0A0K2E3D6	unreviewed	A0A0K2E3D6_STRSU	50S ribosomal protein L36	Streptococcus suis	38
WP_001808836.1	A0A098Z6X1	unreviewed	A0A098Z6X1_STREE	50S ribosomal protein L36	Streptococcus pneumoniae	38
WP_001808836.1	A0A0F3HB43	unreviewed	A0A0F3HB43_STRPA	50S ribosomal protein L36	Streptococcus parasanguinis	38
WP_001808836.1	A0A1Q8EBS6	unreviewed	A0A1Q8EBS6_STRAI	50S ribosomal protein L36	Streptococcus acidominimus	38
WP_001808836.1	A0A2I1UUY7	unreviewed	A0A2I1UUY7_STRAP	50S ribosomal protein L36	Streptococcus anginosus	38
WP_001808836.1	A0A1L7MX80	unreviewed	A0A1L7MX80_STRIT	50S ribosomal protein L36	Streptococcus intermedius	38
WP_001808836.1	A0A269YVI5	unreviewed	A0A269YVI5_9LACT	50S ribosomal protein L36	Lactococcus lactis	38
WP_001808836.1	P0A494	reviewed	RL36_LACLC	50S ribosomal protein L36	Lactococcus lactis subsp. cremoris (Streptococcus cremoris)	38
WP_001808836.1	A0A6D1TIA9	unreviewed	A0A6D1TIA9_LACLC	50S ribosomal protein L36	Lactococcus lactis subsp. cremoris (Streptococcus cremoris)	38
WP_001808836.1	A0A0A7T2G6	unreviewed	A0A0A7T2G6_LACLL	50S ribosomal protein L36	Lactococcus lactis subsp. lactis (Streptococcus lactis)	38
WP_001808836.1	A0A1Q8E5M4	unreviewed	A0A1Q8E5M4_9STRE	50S ribosomal protein L36	Streptococcus cuniculi	38
WP_001808836.1	A0A387AY47	unreviewed	A0A387AY47_9STRE	50S ribosomal protein L36	Streptococcus gwangjuense	38
WP_001808836.1	A0A1X1IYL8	unreviewed	A0A1X1IYL8_STROR	50S ribosomal protein L36	Streptococcus oralis subsp. dentisani	38
WP_001808836.1	A0A4Q8L287	unreviewed	A0A4Q8L287_9STRE	50S ribosomal protein L36	Streptococcus parasuis	38
WP_001808836.1	A0A1V2SL30	unreviewed	A0A1V2SL30_9STRE	50S ribosomal protein L36	Streptococcus azizii	38
WP_001808836.1	A0A1S1GZ97	unreviewed	A0A1S1GZ97_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC34B10	38
WP_001808836.1	P0A495	reviewed	RL36_STRPN	50S ribosomal protein L36	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	38
WP_001808836.1	A0A2J9X6G1	unreviewed	A0A2J9X6G1_9STRE	50S ribosomal protein L36	Streptococcus sp. FDAARGOS_146	38
WP_001808836.1	P0A496	reviewed	RL36_STRR6	50S ribosomal protein L36	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	38
WP_001808836.1	A0A1F0BS89	unreviewed	A0A1F0BS89_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC070B10	38
WP_001808836.1	A0A1F0BJ54	unreviewed	A0A1F0BJ54_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC074B11	38
WP_001808836.1	A0A1S1CZQ1	unreviewed	A0A1S1CZQ1_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC063B03	38
WP_001808836.1	A0A1S1DM41	unreviewed	A0A1S1DM41_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC066F01	38
WP_001808836.1	A0A1F0B3P0	unreviewed	A0A1F0B3P0_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC077D04	38
WP_001808836.1	A0A1F0A2P4	unreviewed	A0A1F0A2P4_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC061D10	38
WP_001808836.1	A0A1E9GFE1	unreviewed	A0A1E9GFE1_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC073F11	38
WP_001808836.1	A0A1E9G3N7	unreviewed	A0A1E9G3N7_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC076C08	38
WP_001808836.1	A0A1E9B485	unreviewed	A0A1E9B485_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC056C01	38
WP_001808836.1	A0A1E9A9F3	unreviewed	A0A1E9A9F3_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC034E03	38
WP_001808836.1	A0A1E8U0B9	unreviewed	A0A1E8U0B9_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC071D03	38
WP_001808836.1	A0A1F0TA11	unreviewed	A0A1F0TA11_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC062D07	38
WP_001808836.1	A0A1F0NIB2	unreviewed	A0A1F0NIB2_9STRE	50S ribosomal protein L36	Streptococcus sp. HMSC067H01	38
WP_001808836.1	A0A3R9N9U1	unreviewed	A0A3R9N9U1_9STRE	50S ribosomal protein L36	Streptococcus sp. A12	38
WP_001808836.1	A0A139NFF2	unreviewed	A0A139NFF2_9STRE	50S ribosomal protein L36	Streptococcus sp. DD10	38
WP_001808836.1	A0A1H0SC76	unreviewed	A0A1H0SC76_9STRE	50S ribosomal protein L36	Streptococcus sp. NLAE-zl-C503	38
WP_001808836.1	A0A178K3N5	unreviewed	A0A178K3N5_9STRE	50S ribosomal protein L36	Streptococcus sp. CCUG 49591	38
WP_001808836.1	A0A0F2CVM6	unreviewed	A0A0F2CVM6_STROR	50S ribosomal protein L36	Streptococcus oralis subsp. oralis	38
WP_001808836.1	A0A1E1GCV2	unreviewed	A0A1E1GCV2_9STRE	50S ribosomal protein L36	Streptococcus sp. NPS 308	38
WP_001808836.1	A0A7X6MW54	unreviewed	A0A7X6MW54_9STRE	50S ribosomal protein L36	Streptococcus ovuberis	38
WP_001808836.1	A0A6I6WG25	unreviewed	A0A6I6WG25_9STRE	50S ribosomal protein L36	Streptococcus sp. DAT741	38
WP_001808836.1	A0A2J9EW94	unreviewed	A0A2J9EW94_9STRE	50S ribosomal protein L36	Streptococcus sp. FDAARGOS_256	38
WP_001808836.1	A0A231W1U0	unreviewed	A0A231W1U0_9STRE	50S ribosomal protein L36	Streptococcus sp. KR	38
WP_001808836.1	A0A5M9QA14	unreviewed	A0A5M9QA14_LACLH	50S ribosomal protein L36	Lactococcus lactis subsp. hordniae	38
WP_001808836.1	A0A2N6PRZ2	unreviewed	A0A2N6PRZ2_9STRE	50S ribosomal protein L36	Streptococcus sp. UMB0029	38
WP_001808836.1	A0A3R8LSI2	unreviewed	A0A3R8LSI2_9STRE	50S ribosomal protein L36	Streptococcus halitosis	38
WP_001808836.1	A0A371QE74	unreviewed	A0A371QE74_9STRE	50S ribosomal protein L36	Streptococcus sp. NM	38
WP_001808836.1	A0A3A5S8N1	unreviewed	A0A3A5S8N1_9STRE	50S ribosomal protein L36	Streptococcus sp. AM28-20	38
WP_001808836.1	A0A3A5Q0B5	unreviewed	A0A3A5Q0B5_9STRE	50S ribosomal protein L36	Streptococcus sp. AM43-2AT	38
WP_001808836.1	A0A3P1V999	unreviewed	A0A3P1V999_9STRE	50S ribosomal protein L36	Streptococcus minor	38
WP_001808836.1	A0A4R0QE92	unreviewed	A0A4R0QE92_9STRE	50S ribosomal protein L36	Streptococcus sp. X16XC17	38
WP_001808836.1	A0A4Q5BV36	unreviewed	A0A4Q5BV36_9STRE	50S ribosomal protein L36	Streptococcus sp. bf_0095	38
WP_001808836.1	A0A3S9MTC9	unreviewed	A0A3S9MTC9_9STRE	50S ribosomal protein L36	Streptococcus periodonticum	38
WP_001808836.1	A0A3P1VKX4	unreviewed	A0A3P1VKX4_9STRE	50S ribosomal protein L36	Streptococcus sp. OH4692_COT-348	38
WP_001808836.1	A0A4Y9JHT8	unreviewed	A0A4Y9JHT8_9STRE	50S ribosomal protein L36	Streptococcus sp. LYSM12	38
WP_001808836.1	A0A4R9DVI2	unreviewed	A0A4R9DVI2_9STRE	50S ribosomal protein L36	Streptococcus sp. AN2	38
WP_001808836.1	A0A4Y9FJY3	unreviewed	A0A4Y9FJY3_9STRE	50S ribosomal protein L36	Streptococcus sp. WM07	38
WP_001808836.1	A0A5B7Y877	unreviewed	A0A5B7Y877_9STRE	50S ribosomal protein L36	Streptococcus sp. 1643	38
WP_001808836.1	A0A1S9ZTV2	unreviewed	A0A1S9ZTV2_9STRE	50S ribosomal protein L36	Streptococcus pseudopneumoniae	38
WP_001808836.1	A0A7X2VKT8	unreviewed	A0A7X2VKT8_9STRE	50S ribosomal protein L36	Streptococcus sp. BIOML-A1	38
WP_001808836.1	A0A501PE39	unreviewed	A0A501PE39_9STRE	50S ribosomal protein L36	Streptococcus symci	38
WP_001808836.1	A0A501VXD6	unreviewed	A0A501VXD6_9STRE	50S ribosomal protein L36	Streptococcus sp. D2	38
WP_001808836.1	A0A501VLC7	unreviewed	A0A501VLC7_9STRE	50S ribosomal protein L36	Streptococcus xiaochunlingii	38
WP_001808836.1	A0A7L8W328	unreviewed	A0A7L8W328_9STRE	50S ribosomal protein L36	Streptococcus sp. KS 6	38
WP_001808836.1	A0A5J6LL06	unreviewed	A0A5J6LL06_9STRE	50S ribosomal protein L36	Streptococcus sp. LPB0220	38
WP_001808836.1	A0A6I4RJZ1	unreviewed	A0A6I4RJZ1_9STRE	50S ribosomal protein L36	Streptococcus sp. zg-70	38
WP_001808836.1	A0A6I3JA06	unreviewed	A0A6I3JA06_9STRE	50S ribosomal protein L36	Streptococcus sp. zg-36	38
WP_001808836.1	A0A6I3IES9	unreviewed	A0A6I3IES9_9STRE	50S ribosomal protein L36	Streptococcus sp. zg-86	38
WP_001808836.1	A0A3B0BFT2	unreviewed	A0A3B0BFT2_9STRE	50S ribosomal protein L36	Streptococcus chosunense	38
WP_001808836.1	A0A7X9MFL5	unreviewed	A0A7X9MFL5_9STRE	50S ribosomal protein L36	Streptococcus sp. WB01_FAA12	38
WP_001808836.1	Q02W48	reviewed	RL36_LACLS	50S ribosomal protein L36	Lactococcus lactis subsp. cremoris (strain SK11)	38
WP_001808836.1	P0A493	reviewed	RL36_LACLA	50S ribosomal protein L36	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	38
WP_001808836.1	A0A7G9AXX3	unreviewed	A0A7G9AXX3_9STRE	50S ribosomal protein L36	Streptococcus sp. NSJ-72	38
WP_001808836.1	A0A081PMH0	unreviewed	A0A081PMH0_STRMT	50S ribosomal protein L36	Streptococcus mitis	38
WP_001808836.1	A0A380L6H5	unreviewed	A0A380L6H5_9STRE	50S ribosomal protein L36	Streptococcus milleri	38
WP_001808836.1	D3HB68	unreviewed	D3HB68_STRM6	50S ribosomal protein L36	Streptococcus mitis (strain B6)	38
WP_001808836.1	A3CK87	reviewed	RL36_STRSV	50S ribosomal protein L36	Streptococcus sanguinis (strain SK36)	38
WP_001808836.1	A0A239SXC7	unreviewed	A0A239SXC7_9STRE	50S ribosomal protein L36	Streptococcus merionis	38
WP_001808836.1	A5LJD4	unreviewed	A5LJD4_STREE	50S ribosomal protein L36	Streptococcus pneumoniae SP6-BS73	38
WP_001808836.1	A2RNN0	reviewed	RL36_LACLM	50S ribosomal protein L36	Lactococcus lactis subsp. cremoris (strain MG1363)	38
WP_001808836.1	A0A5D4FU11	unreviewed	A0A5D4FU11_LACLL	50S ribosomal protein L36	Lactococcus lactis subsp. lactis bv. diacetylactis	38
WP_001808836.1	A0A0F2CRB0	unreviewed	A0A0F2CRB0_STRCR	50S ribosomal protein L36	Streptococcus cristatus	38
WP_001808836.1	A8AZK2	reviewed	RL36_STRGC	50S ribosomal protein L36	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	38
WP_001808836.1	D0RXA5	unreviewed	D0RXA5_9STRE	50S ribosomal protein L36	Streptococcus sp. 2_1_36FAA	38
WP_001808836.1	C1CPB1	reviewed	RL36_STRZT	50S ribosomal protein L36	Streptococcus pneumoniae (strain Taiwan19F-14)	38
WP_001808836.1	B1I8M1	reviewed	RL36_STRPI	50S ribosomal protein L36	Streptococcus pneumoniae (strain Hungary19A-6)	38
WP_001808836.1	C1CAN5	reviewed	RL36_STRP7	50S ribosomal protein L36	Streptococcus pneumoniae (strain 70585)	38
WP_001808836.1	C1CC29	reviewed	RL36_STRZJ	50S ribosomal protein L36	Streptococcus pneumoniae (strain JJA)	38
WP_001808836.1	C1CIC0	reviewed	RL36_STRZP	50S ribosomal protein L36	Streptococcus pneumoniae (strain P1031)	38
WP_001808836.1	D2EN36	unreviewed	D2EN36_9STRE	50S ribosomal protein L36	Streptococcus sp. M143	38
WP_001808836.1	A0A0H3MT07	unreviewed	A0A0H3MT07_STRS4	50S ribosomal protein L36	Streptococcus suis (strain BM407)	38
WP_001808836.1	E1LMU0	unreviewed	E1LMU0_STRMT	50S ribosomal protein L36	Streptococcus mitis SK564	38
WP_001808836.1	D2BMR7	unreviewed	D2BMR7_LACLK	50S ribosomal protein L36	Lactococcus lactis subsp. lactis (strain KF147)	38
WP_001808836.1	A0A0F3HPM6	unreviewed	A0A0F3HPM6_9STRE	50S ribosomal protein L36	Streptococcus infantis	38
WP_001808836.1	E6J2R9	unreviewed	E6J2R9_STRAP	50S ribosomal protein L36	Streptococcus anginosus F0211	38
WP_001808836.1	A0A7H8ZA40	unreviewed	A0A7H8ZA40_9STRE	50S ribosomal protein L36	Streptococcus sp. oral taxon 061	38
WP_001808836.1	A0A1B1IEL9	unreviewed	A0A1B1IEL9_9STRE	50S ribosomal protein L36	Streptococcus sp. oral taxon 064	38
WP_001808836.1	A0A0X8JZN8	unreviewed	A0A0X8JZN8_9STRE	50S ribosomal protein L36	Streptococcus sp. oral taxon 431	38
WP_001808836.1	A0A7X3KC05	unreviewed	A0A7X3KC05_9STRE	50S ribosomal protein L36	Streptococcus danieliae	38
WP_001808836.1	A0A380JL73	unreviewed	A0A380JL73_STRCV	50S ribosomal protein L36	Streptococcus constellatus	38
WP_001808836.1	F9P2Q1	unreviewed	F9P2Q1_STRMT	50S ribosomal protein L36	Streptococcus mitis bv. 2 str. F0392	38
WP_001808836.1	A0A380M6X0	unreviewed	A0A380M6X0_9STRE	50S ribosomal protein L36	Streptococcus viridans	38
WP_001808836.1	G6A6Y9	unreviewed	G6A6Y9_STRIT	50S ribosomal protein L36	Streptococcus intermedius F0395	38
WP_001808836.1	T1ZGJ5	unreviewed	T1ZGJ5_STRIT	50S ribosomal protein L36	Streptococcus intermedius B196	38
WP_001808836.1	E1M6I5	unreviewed	E1M6I5_9STRE	50S ribosomal protein L36	Streptococcus infantis SK1302	38
WP_001808836.1	F9HEW6	unreviewed	F9HEW6_9STRE	50S ribosomal protein L36	Streptococcus sp. oral taxon 056 str. F0418	38
WP_001808836.1	E3CBZ2	unreviewed	E3CBZ2_STRPA	50S ribosomal protein L36	Streptococcus parasanguinis F0405	38
WP_001808836.1	F2QFI3	unreviewed	F2QFI3_STROU	50S ribosomal protein L36	Streptococcus oralis (strain Uo5)	38
WP_001808836.1	J4XIN9	unreviewed	J4XIN9_9STRE	50S ribosomal protein L36	Streptococcus sp. AS14	38
WP_001808836.1	X8H655	unreviewed	X8H655_9STRE	50S ribosomal protein L36	Streptococcus sp. AS20	38
WP_001808836.1	X8KHB4	unreviewed	X8KHB4_9STRE	50S ribosomal protein L36	Streptococcus sp. CM6	38
WP_001808836.1	K8MSX2	unreviewed	K8MSX2_9STRE	50S ribosomal protein L36	Streptococcus sp. F0441	38
WP_001808836.1	K8MH16	unreviewed	K8MH16_9STRE	50S ribosomal protein L36	Streptococcus sp. F0442	38
WP_002893488.1	A0A0B7GSH9	unreviewed	A0A0B7GSH9_STRSA	Cysteine synthase (EC 2.5.1.47)	Streptococcus sanguinis	309
WP_002893488.1	A3CPW5	unreviewed	A3CPW5_STRSV	Cysteine synthase (EC 2.5.1.47)	Streptococcus sanguinis (strain SK36)	309
WP_002893488.1	F0I3D4	unreviewed	F0I3D4_STRSA	Cysteine synthase (EC 2.5.1.47)	Streptococcus sanguinis SK72	309
WP_002893488.1	F0IKP0	unreviewed	F0IKP0_STRSA	Cysteine synthase (EC 2.5.1.47)	Streptococcus sanguinis SK150	309
WP_002893488.1	F2CAF2	unreviewed	F2CAF2_STRSA	Cysteine synthase (EC 2.5.1.47)	Streptococcus sanguinis SK330	309
WP_002893493.1	A0A3R9H5Z8	unreviewed	A0A3R9H5Z8_STRSA	Response regulator protein VraR (Response regulator transcription factor)	Streptococcus sanguinis	210
WP_002893493.1	A3CPW8	unreviewed	A3CPW8_STRSV	Two-component response transcriptional regulator (CheY-like receiver and HTH DNA-binding domains), putative	Streptococcus sanguinis (strain SK36)	210
WP_002893493.1	F0IRT3	unreviewed	F0IRT3_STRSA	DNA-binding response regulator	Streptococcus sanguinis SK160	210
WP_002893493.1	F2CAF5	unreviewed	F2CAF5_STRSA	DNA-binding response regulator	Streptococcus sanguinis SK330	210
WP_002893493.1	F0FBL2	unreviewed	F0FBL2_STRSA	Response regulator receiver domain protein	Streptococcus sanguinis SK353	210
WP_002893495.1	A0A3P1S2A9	unreviewed	A0A3P1S2A9_STRSA	Sensor histidine kinase (EC 2.7.13.3)	Streptococcus sanguinis	339
WP_002893495.1	A3CPW9	unreviewed	A3CPW9_STRSV	Sensor histidine kinase (EC 2.7.13.3)	Streptococcus sanguinis (strain SK36)	339
WP_002893495.1	J4J2I6	unreviewed	J4J2I6_9STRE	Sensor histidine kinase (EC 2.7.13.3)	Streptococcus sp. AS14	339
WP_002893496.1	A0A2X4FP42	unreviewed	A0A2X4FP42_STRSA	Transporter (Transporter YvqF)	Streptococcus sanguinis	231
WP_002893496.1	A3CPX0	unreviewed	A3CPX0_STRSV	DUF2154 domain-containing protein	Streptococcus sanguinis (strain SK36)	231
WP_002893496.1	F3UVV6	unreviewed	F3UVV6_STRSA	Transporter YvqF	Streptococcus sanguinis SK49	231
WP_002893496.1	F0IBU9	unreviewed	F0IBU9_STRSA	Transporter YvqF	Streptococcus sanguinis SK115	231
WP_002893496.1	F0IKN5	unreviewed	F0IKN5_STRSA	Transporter YvqF	Streptococcus sanguinis SK150	231
WP_002893496.1	F0IRT1	unreviewed	F0IRT1_STRSA	Transporter YvqF	Streptococcus sanguinis SK160	231
WP_002893496.1	F2CAF7	unreviewed	F2CAF7_STRSA	Transporter YvqF	Streptococcus sanguinis SK330	231
WP_002893496.1	F0FBL0	unreviewed	F0FBL0_STRSA	DUF2154 domain-containing protein	Streptococcus sanguinis SK353	231
WP_002893496.1	F3UMF2	unreviewed	F3UMF2_STRSA	Transporter YvqF	Streptococcus sanguinis SK355	231
WP_002893496.1	F2CF70	unreviewed	F2CF70_STRSA	Transporter YvqF	Streptococcus sanguinis SK408	231
WP_002893496.1	F0FUP0	unreviewed	F0FUP0_STRSA	DUF2154 domain-containing protein	Streptococcus sanguinis SK678	231
WP_002893496.1	F3UFG5	unreviewed	F3UFG5_STRSA	Transporter YvqF	Streptococcus sanguinis SK1056	231
WP_002893496.1	J4XFF4	unreviewed	J4XFF4_9STRE	Cell wall-active antibiotics response protein	Streptococcus sp. AS14	231
WP_002893503.1	A0A2X3YFE9	unreviewed	A0A2X3YFE9_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis	104
WP_002893503.1	A3CPX6	reviewed	RPOZ_STRSV	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis (strain SK36)	104
WP_002893503.1	F3UVV0	unreviewed	F3UVV0_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK49	104
WP_002893503.1	F0I3E5	unreviewed	F0I3E5_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK72	104
WP_002893503.1	F0IBU3	unreviewed	F0IBU3_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK115	104
WP_002893503.1	F0IKM9	unreviewed	F0IKM9_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK150	104
WP_002893503.1	F0IRS5	unreviewed	F0IRS5_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK160	104
WP_002893503.1	F2CAG3	unreviewed	F2CAG3_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK330	104
WP_002893503.1	F0FBK4	unreviewed	F0FBK4_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK353	104
WP_002893503.1	F3UFF9	unreviewed	F3UFF9_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK1056	104
WP_002893503.1	F2BPZ1	unreviewed	F2BPZ1_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK1057	104
WP_002893503.1	F3SL15	unreviewed	F3SL15_STRSA	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Streptococcus sanguinis SK1087	104
WP_002893506.1	A0A2X3VTJ3	unreviewed	A0A2X3VTJ3_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis	537
WP_002893506.1	A3CPX8	reviewed	RNY_STRSV	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis (strain SK36)	537
WP_002893506.1	F3UVU8	unreviewed	F3UVU8_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK49	537
WP_002893506.1	F0I3E7	unreviewed	F0I3E7_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK72	537
WP_002893506.1	F0IBU1	unreviewed	F0IBU1_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK115	537
WP_002893506.1	F0IKM7	unreviewed	F0IKM7_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK150	537
WP_002893506.1	F2CAG5	unreviewed	F2CAG5_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK330	537
WP_002893506.1	F0FBK2	unreviewed	F0FBK2_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK353	537
WP_002893506.1	F2CF78	unreviewed	F2CF78_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK408	537
WP_002893506.1	F3UFF7	unreviewed	F3UFF7_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK1056	537
WP_002893506.1	F3SL17	unreviewed	F3SL17_STRSA	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	Streptococcus sanguinis SK1087	537
WP_002893522.1	A0A0B7GSK2	unreviewed	A0A0B7GSK2_STRSA	DUF4059 family protein	Streptococcus sanguinis	74
WP_002893522.1	A3CPZ2	unreviewed	A3CPZ2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	74
WP_002893522.1	F3UVT4	unreviewed	F3UVT4_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK49	74
WP_002893522.1	F0I3G1	unreviewed	F0I3G1_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK72	74
WP_002893522.1	F0IRQ9	unreviewed	F0IRQ9_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK160	74
WP_002893522.1	F2CAI0	unreviewed	F2CAI0_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK330	74
WP_002893522.1	F3UMH4	unreviewed	F3UMH4_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK355	74
WP_002893522.1	F3UFE3	unreviewed	F3UFE3_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK1056	74
WP_002893522.1	F2BQ40	unreviewed	F2BQ40_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK1057	74
WP_002893522.1	F3SL32	unreviewed	F3SL32_STRSA	Amino acid transporter, AAT family	Streptococcus sanguinis SK1087	74
WP_002893523.1	A0A3R9NJQ0	unreviewed	A0A3R9NJQ0_STRSA	Amino acid ABC transporter ATP-binding protein (L-cystine import ATP-binding protein TcyN (EC 3.6.3.-))	Streptococcus sanguinis	247
WP_002893523.1	A3CPZ3	unreviewed	A3CPZ3_STRSV	ABC-type polar amino acid transport system, ATPase component, putative (EC 3.6.3.21)	Streptococcus sanguinis (strain SK36)	247
WP_002893523.1	F0I3G2	unreviewed	F0I3G2_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	Streptococcus sanguinis SK72	247
WP_002893523.1	F0IBS5	unreviewed	F0IBS5_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	Streptococcus sanguinis SK115	247
WP_002893523.1	F2CAI1	unreviewed	F2CAI1_STRSA	Amino acid ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	Streptococcus sanguinis SK330	247
WP_002893529.1	A0A0B7GQE2	unreviewed	A0A0B7GQE2_STRSA	Cell division protein FtsL	Streptococcus sanguinis	107
WP_002893529.1	A3CPZ8	unreviewed	A3CPZ8_STRSV	Cell division protein FtsL	Streptococcus sanguinis (strain SK36)	107
WP_002893529.1	F3UVS8	unreviewed	F3UVS8_STRSA	Cell division protein FtsL	Streptococcus sanguinis SK49	107
WP_002893529.1	F0I3G7	unreviewed	F0I3G7_STRSA	Cell division protein FtsL	Streptococcus sanguinis SK72	107
WP_002893529.1	F0IBS0	unreviewed	F0IBS0_STRSA	Cell division protein FtsL	Streptococcus sanguinis SK115	107
